Feature ID	Taxon	Confidence
756d341a86f2b1007d9f525644fb0995	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__OCS116 clade;D_4__uncultured alpha proteobacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9980867271401759
a74cb6a2141c37827a1858816213202c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia;D_3__Flavobacteriales	0.7159206047384936
c32535980d4311bfd0677c783a200114	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__BD7-8 marine group	0.9999994364147681
af9e58cf93ff8aa698b02610bbf877dd	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Opitutae;D_3__A714019;D_4__uncultured Verrucomicrobia bacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9941959299719376
5240243b2c113d57e5f397113560aa5f	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Planctomycetales;D_4__Planctomycetaceae;D_5__uncultured;D_6__uncultured organism;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9381430451189762
84f59c2f98b99a35857e0cbd3a4c5ab5	D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast;D_3__uncultured diatom;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.8313487889562604
e8749e3626ed7cc022c31630ed902f09	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Methylococcales;D_4__Milano-WF1B-03;D_5__uncultured gamma proteobacterium;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9885505688649117
6ef009b7bfb4ff7973373860a457c552	D_0__Bacteria	0.9735307979654223
14442f811380a9276bc25e57a5031578	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Methylococcales;D_4__Marine Methylotrophic Group 1	0.9999567565283944
873ed85a443425f49613a1cee092e498	D_0__Bacteria	0.9257136272402217
026fe4df6f5478e719f3d524f59d2f98	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__Rhodospirillaceae;D_5__uncultured;D_6__uncultured marine bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.8502168111655607
28fc13c6c61daefcb6dda858223475c3	D_0__Archaea;D_1__Euryarchaeota;D_2__Halobacteria;D_3__Halobacteriales;D_4__Deep Sea Hydrothermal Vent Gp 6(DHVEG-6)	0.9974089742043002
cb5c5fa61416a77c99c610bfae8beb93	D_0__Bacteria;D_1__Chloroflexi;D_2__SAR202 clade;D_3__uncultured Chloroflexi bacterium;D_4__;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9414600639392202
f48ab2f16d0d783550234ce6391fc480	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__BD7-8 marine group;D_4__uncultured gamma proteobacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9273856078135914
1f768da081a5ed5e0d45239c59f144f3	D_0__Bacteria;D_1__Proteobacteria;D_2__Epsilonproteobacteria;D_3__Campylobacterales;D_4__Campylobacteraceae;D_5__Arcobacter;D_6__uncultured epsilon proteobacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9068853190328883
1ee35ffe96c1f3deaa73b5494d8e166c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.8375757645658769
c78aba5ffdc26d96baae1f028bcda51f	D_0__Bacteria;D_1__Verrucomicrobia;D_2__Opitutae;D_3__MB11C04 marine group;D_4__uncultured Verrucomicrobia bacterium;D_5__;D_6__;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.8690568377462355
59e2ba9ef5642a5a67810d52bb511e2d	D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia;D_3__Sphingobacteriales;D_4__Saprospiraceae;D_5__Aureispira;D_6__uncultured Bacteroidetes bacterium;D_7__;D_8__;D_9__;D_10__;D_11__;D_12__;D_13__;D_14__;D_15__;D_16__	0.9946271710331129
